"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
2,412270856E2;8,766000159E-3;9,189000353E-3;-2,795100026E-2
2,412367739E2;-5,330000073E-3;2,210000064E-3;-3,294600174E-2
2,412464615E2;-5,330000073E-3;2,210000064E-3;-3,294600174E-2
2,412561482E2;-3,413999919E-3;2,241000067E-3;-2,793999948E-2
2,412658358E2;-3,413999919E-3;2,241000067E-3;-2,793999948E-2
2,412755241E2;8,500999771E-3;-2,740999917E-3;-3,793599829E-2
2,412852117E2;8,500999771E-3;-2,740999917E-3;-3,793599829E-2
2,412948984E2;8,589999750E-3;-4,710000008E-3;-2,793999948E-2
2,413045860E2;8,589999750E-3;-4,710000008E-3;-2,793999948E-2
2,413142743E2;-5,419999943E-4;2,122000093E-3;-2,593600005E-2
2,413239619E2;-5,419999943E-4;2,122000093E-3;-2,593600005E-2
2,413336487E2;1,533000031E-3;-4,842000082E-3;-3,293899819E-2
2,413433362E2;1,533000031E-3;-4,842000082E-3;-3,293899819E-2
2,413530246E2;6,608999800E-3;9,202999994E-3;-2,594299987E-2
2,413627121E2;6,608999800E-3;9,202999994E-3;-2,594299987E-2
2,413723989E2;6,608999800E-3;9,202999994E-3;-2,594299987E-2
2,413820864E2;-2,659999882E-4;2,247000113E-3;-3,594899923E-2
2,413917748E2;-2,659999882E-4;2,247000113E-3;-3,594899923E-2
2,414014623E2;-5,195999984E-3;5,272999872E-3;-3,095199913E-2
2,414111491E2;-5,195999984E-3;5,272999872E-3;-3,095199913E-2
2,414208366E2;1,188500039E-2;9,290000424E-3;-3,295600042E-2
2,414305250E2;1,188500039E-2;9,290000424E-3;-3,295600042E-2
2,414402125E2;-3,252000082E-3;7,280999795E-3;-3,294799849E-2
2,414498993E2;-3,252000082E-3;7,280999795E-3;-3,294799849E-2
2,414595868E2;8,616999723E-3;2,640000021E-4;-3,294200078E-2
2,414692751E2;8,616999723E-3;2,640000021E-4;-3,294200078E-2
2,414789627E2;-3,531999886E-3;-4,741000012E-3;-2,393399924E-2
2,414886495E2;-3,531999886E-3;-4,741000012E-3;-2,393399924E-2
2,414983371E2;-5,673000123E-3;-4,730999935E-3;-3,292600065E-2
2,415080254E2;-5,673000123E-3;-4,730999935E-3;-3,292600065E-2
2,415177129E2;6,198000163E-3;5,289999768E-3;-3,091800027E-2
2,415273997E2;6,198000163E-3;5,289999768E-3;-3,091800027E-2
2,415370872E2;-9,410000057E-4;5,305000115E-3;-3,291000053E-2
2,415467756E2;-9,410000057E-4;5,305000115E-3;-3,291000053E-2
2,415564632E2;-4,079000093E-3;-4,687000066E-3;-1,690299995E-2
2,415661499E2;-4,079000093E-3;-4,687000066E-3;-1,690299995E-2
2,415758375E2;-3,998999950E-3;5,332999863E-3;-1,890599914E-2
2,415855257E2;-3,998999950E-3;5,332999863E-3;-1,890599914E-2
2,415952133E2;-8,116000332E-3;3,450000077E-4;-3,089999966E-2
2,416049001E2;-8,116000332E-3;3,450000077E-4;-3,089999966E-2
2,416145876E2;-6,010000128E-3;1,236000005E-2;-3,090500087E-2
2,416242760E2;-6,010000128E-3;1,236000005E-2;-3,090500087E-2
2,416339636E2;1,108999946E-3;7,145000156E-3;-2,391700074E-2
2,416436503E2;1,108999946E-3;7,145000156E-3;-2,391700074E-2
2,416533379E2;-3,984000068E-3;2,128999913E-3;-3,291200101E-2
2,416630263E2;-3,984000068E-3;2,128999913E-3;-3,291200101E-2
2,416727138E2;-3,984000068E-3;2,128999913E-3;-3,291200101E-2
2,416824006E2;-8,089999901E-4;-3,183000023E-3;-3,092800081E-2
2,416920881E2;-8,089999901E-4;-3,183000023E-3;-3,092800081E-2
2,417017764E2;6,310999859E-3;-1,929999999E-4;-3,093500063E-2
2,417114640E2;6,310999859E-3;-1,929999999E-4;-3,093500063E-2
2,417211508E2;-5,785999820E-3;8,600000292E-3;-1,893400028E-2
2,417308384E2;-5,785999820E-3;8,600000292E-3;-1,893400028E-2
2,417405267E2;-7,876000367E-3;1,158900000E-2;-3,092999943E-2
2,417502142E2;-7,876000367E-3;1,158900000E-2;-3,092999943E-2
2,417599010E2;-3,749999916E-3;8,562999777E-3;-2,793700062E-2
2,417695885E2;-3,749999916E-3;8,562999777E-3;-2,793700062E-2
2,417792769E2;4,381000064E-3;4,528000019E-3;-3,094499931E-2
2,417889644E2;4,381000064E-3;4,528000019E-3;-3,094499931E-2
2,417986512E2;-7,706999779E-3;1,493999967E-3;-2,594099939E-2
2,418083387E2;-7,706999779E-3;1,493999967E-3;-2,594099939E-2
2,418180270E2;1,121400017E-2;-3,533999901E-3;-3,293700144E-2
2,418277147E2;1,121400017E-2;-3,533999901E-3;-3,293700144E-2
2,418374014E2;6,310999859E-3;-3,541999962E-3;-3,094300069E-2
2,418470890E2;6,310999859E-3;-3,541999962E-3;-3,094300069E-2
2,418567773E2;6,399999838E-3;-3,538999939E-3;-2,394800074E-2
2,418664648E2;6,399999838E-3;-3,538999939E-3;-2,394800074E-2
2,418761516E2;-5,725999828E-3;4,474999849E-3;-3,093999997E-2
2,418858393E2;-5,725999828E-3;4,474999849E-3;-3,093999997E-2
2,418955275E2;4,155999981E-3;6,484999787E-3;-1,933000050E-3
2,419052151E2;4,155999981E-3;6,484999787E-3;-1,933000050E-3
2,419149018E2;-5,758999847E-3;-7,513000164E-3;-3,593799844E-2
2,419245894E2;-5,758999847E-3;-7,513000164E-3;-3,593799844E-2
2,419342777E2;4,129999783E-3;4,505999852E-3;-3,093199991E-2
2,419439654E2;4,129999783E-3;4,505999852E-3;-3,093199991E-2
2,419536520E2;4,013999831E-3;8,533000015E-3;-3,292499855E-2
2,419633396E2;4,013999831E-3;8,533000015E-3;-3,292499855E-2
2,419730279E2;3,885000013E-3;6,535000168E-3;-3,591800109E-2
2,419827154E2;3,885000013E-3;6,535000168E-3;-3,591800109E-2
2,419924022E2;3,885000013E-3;6,535000168E-3;-3,591800109E-2
2,420020898E2;-6,297000218E-3;-1,045200042E-2;-3,790700063E-2
2,420117782E2;-6,297000218E-3;-1,045200042E-2;-3,790700063E-2
2,420214657E2;-1,841799915E-2;4,579999950E-3;-4,289999977E-2
2,420311525E2;-1,841799915E-2;4,579999950E-3;-4,289999977E-2
2,420408400E2;-1,129699964E-2;4,606999923E-3;-3,290599957E-2
2,420505283E2;-1,129699964E-2;4,606999923E-3;-3,290599957E-2
2,420602159E2;6,360000116E-4;4,625999834E-3;-3,290199861E-2
2,420699026E2;6,360000116E-4;4,625999834E-3;-3,290199861E-2
2,420795902E2;5,559999961E-3;1,641000039E-3;-2,789700031E-2
2,420892786E2;5,559999961E-3;1,641000039E-3;-2,789700031E-2
2,420989661E2;-6,537000183E-3;-5,355000030E-3;-3,989199921E-2
2,421086529E2;-6,537000183E-3;-5,355000030E-3;-3,989199921E-2
2,421183404E2;-4,449999891E-3;1,146300044E-2;-3,290100023E-2
2,421280287E2;-4,449999891E-3;1,146300044E-2;-3,290100023E-2
2,421377163E2;6,760000251E-4;-3,539999947E-3;-3,090799972E-2
2,421474030E2;6,760000251E-4;-3,539999947E-3;-3,090799972E-2
2,421570906E2;-6,403999869E-3;-3,524000058E-3;-4,290299863E-2
2,421667789E2;-6,403999869E-3;-3,524000058E-3;-4,290299863E-2
2,421764665E2;-8,479000069E-3;1,502000028E-3;-1,389800012E-2
2,421861532E2;-8,479000069E-3;1,502000028E-3;-1,389800012E-2
2,421958408E2;-1,153900009E-2;-4,720000143E-4;-3,289400041E-2
2,422055292E2;-1,153900009E-2;-4,720000143E-4;-3,289400041E-2
2,422152166E2;3,621000098E-3;1,557999989E-3;-3,990300000E-2
2,422249034E2;3,621000098E-3;1,557999989E-3;-3,990300000E-2
2,422345909E2;-8,438999765E-3;-3,412999911E-3;-2,589900047E-2
2,422442794E2;-8,438999765E-3;-3,412999911E-3;-2,589900047E-2
2,422539668E2;-4,492000211E-3;4,623000044E-3;-4,989499971E-2
2,422636537E2;-4,492000211E-3;4,623000044E-3;-4,989499971E-2
2,422733412E2;3,448999953E-3;-3,344000084E-3;-2,589100040E-2
2,422830295E2;3,448999953E-3;-3,344000084E-3;-2,589100040E-2
2,422927171E2;3,448999953E-3;-3,344000084E-3;-2,589100040E-2
2,423024038E2;-1,669000019E-3;6,713000126E-3;-3,288299963E-2
2,423120914E2;-1,669000019E-3;6,713000126E-3;-3,288299963E-2
2,423217797E2;-8,751000278E-3;1,172399987E-2;-3,987799957E-2
2,423314673E2;-8,751000278E-3;1,172399987E-2;-3,987799957E-2
2,423411540E2;1,800000027E-4;6,727000233E-3;-2,587500028E-2
2,423508415E2;1,800000027E-4;6,727000233E-3;-2,587500028E-2
2,423605299E2;-4,892999772E-3;4,722000100E-3;-3,087100014E-2
2,423702175E2;-4,892999772E-3;4,722000100E-3;-3,087100014E-2
2,423799042E2;-1,965000061E-3;-3,284000093E-3;-3,286699951E-2
2,423895918E2;-1,965000061E-3;-3,284000093E-3;-3,286699951E-2
2,423992802E2;-5,040000193E-3;-3,279000055E-3;-2,386300080E-2
2,424089677E2;-5,040000193E-3;-3,279000055E-3;-2,386300080E-2
2,424186545E2;9,799999680E-5;1,735999947E-3;-1,686999947E-2
2,424283420E2;9,799999680E-5;1,735999947E-3;-1,686999947E-2
2,424380303E2;-1,376399957E-2;-1,226100046E-2;-3,287699819E-2
2,424477179E2;-1,376399957E-2;-1,226100046E-2;-3,287699819E-2
2,424574047E2;7,189999800E-3;-2,200000017E-4;-2,787400037E-2
2,424670922E2;7,189999800E-3;-2,200000017E-4;-2,787400037E-2
2,424767805E2;1,209999973E-4;1,611000043E-3;-2,787400037E-2
2,424864680E2;1,209999973E-4;1,611000043E-3;-2,787400037E-2
2,424961548E2;-6,744000129E-3;-7,354000118E-3;-2,588099986E-2
2,425058423E2;-6,744000129E-3;-7,354000118E-3;-2,588099986E-2
2,425155306E2;3,401000053E-3;-3,305000020E-3;-2,788699977E-2
2,425252183E2;3,401000053E-3;-3,305000020E-3;-2,788699977E-2
2,425349049E2;-4,464999773E-3;1,654100046E-2;-3,289800137E-2
2,425445926E2;-4,464999773E-3;1,654100046E-2;-3,289800137E-2
2,425542809E2;-4,532999825E-3;-3,439000109E-3;-3,589399904E-2
2,425639685E2;-4,532999825E-3;-3,439000109E-3;-3,589399904E-2
2,425736552E2;-6,391999777E-3;-5,410000216E-3;-2,390100062E-2
2,425833428E2;-6,391999777E-3;-5,410000216E-3;-2,390100062E-2
2,425930311E2;7,550000213E-3;-5,369999912E-3;-2,589699998E-2
2,426027187E2;7,550000213E-3;-5,369999912E-3;-2,589699998E-2
2,426124055E2;7,550000213E-3;-5,369999912E-3;-2,589699998E-2
2,426220930E2;-4,575999919E-3;8,677000180E-3;-3,288900107E-2
2,426317814E2;-4,575999919E-3;8,677000180E-3;-3,288900107E-2
2,426414690E2;3,509999951E-4;8,701999672E-3;-3,288500011E-2
2,426511557E2;3,509999951E-4;8,701999672E-3;-3,288500011E-2
2,426608434E2;-4,519000184E-3;1,171300001E-2;-3,289100155E-2
2,426705317E2;-4,519000184E-3;1,171300001E-2;-3,289100155E-2
2,426802192E2;-4,592000041E-3;1,704000053E-3;-3,288799897E-2
2,426899059E2;-4,592000041E-3;1,704000053E-3;-3,288799897E-2
2,426995934E2;3,335000016E-3;-3,299999982E-3;-3,988400102E-2
2,427092818E2;3,335000016E-3;-3,299999982E-3;-3,988400102E-2
2,427189694E2;-8,541000076E-3;1,706999959E-3;-3,089099936E-2
2,427286562E2;-8,541000076E-3;1,706999959E-3;-3,089099936E-2
2,427383437E2;-4,404000007E-3;1,371499989E-2;-4,289799929E-2
2,427480321E2;-4,404000007E-3;1,371499989E-2;-4,289799929E-2
2,427577196E2;-4,468999803E-3;6,701000035E-3;-1,889399998E-2
2,427674063E2;-4,468999803E-3;6,701000035E-3;-1,889399998E-2
2,427770940E2;-1,322000055E-3;-3,190000134E-4;-3,790299967E-2
2,427867823E2;-1,322000055E-3;-3,190000134E-4;-3,790299967E-2
2,427964699E2;-4,387000110E-3;-5,330999848E-3;-3,990000114E-2
2,428061567E2;-4,387000110E-3;-5,330999848E-3;-3,990000114E-2
2,428158443E2;-4,259999841E-3;1,457000035E-3;-3,991099820E-2
2,428255326E2;-4,259999841E-3;1,457000035E-3;-3,991099820E-2
2,428352201E2;-1,111999969E-3;4,461999983E-3;-2,791900001E-2
2,428449069E2;-1,111999969E-3;4,461999983E-3;-2,791900001E-2
2,428545944E2;-3,963000141E-3;-3,535999916E-3;-2,392799966E-2
2,428642828E2;-3,963000141E-3;-3,535999916E-3;-2,392799966E-2
2,428739704E2;-5,807000212E-3;4,474999849E-3;-2,393599972E-2
2,428836571E2;-5,807000212E-3;4,474999849E-3;-2,393599972E-2
2,428933447E2;-3,855000017E-3;-3,517000005E-3;-3,093300015E-2
2,429030330E2;-3,855000017E-3;-3,517000005E-3;-3,093300015E-2
2,429127206E2;-3,855000017E-3;-3,517000005E-3;-3,093300015E-2
2,429224073E2;-1,062799990E-2;4,515000153E-3;-3,794499859E-2
2,429320948E2;-1,062799990E-2;4,515000153E-3;-3,794499859E-2
2,429417832E2;-3,653999884E-3;-3,473999910E-3;-3,094300069E-2
2,429514708E2;-3,653999884E-3;-3,473999910E-3;-3,094300069E-2
2,429611575E2;-3,679000074E-3;-4,550000012E-4;-3,294099867E-2
2,429708450E2;-3,679000074E-3;-4,550000012E-4;-3,294099867E-2
2,429805334E2;-5,712000187E-3;-5,429999903E-3;-3,593900055E-2
2,429902211E2;-5,712000187E-3;-5,429999903E-3;-3,593900055E-2
2,429999078E2;-3,743000096E-3;-5,392999854E-3;-2,793600038E-2
2,430095954E2;-3,743000096E-3;-5,392999854E-3;-2,793600038E-2
2,430192837E2;-7,569000125E-3;4,654000048E-3;-2,794500068E-2
2,430289713E2;-7,569000125E-3;4,654000048E-3;-2,794500068E-2
2,430386580E2;-5,594999995E-3;1,692999969E-3;-4,294300079E-2
2,430483456E2;-5,594999995E-3;1,692999969E-3;-4,294300079E-2
2,430580339E2;1,585999969E-3;-7,269999944E-3;-3,095199913E-2
2,430677214E2;1,585999969E-3;-7,269999944E-3;-3,095199913E-2
2,430774081E2;-4,509999999E-4;-1,021800004E-2;-2,594899945E-2
2,430870957E2;-4,509999999E-4;-1,021800004E-2;-2,594899945E-2
2,430967840E2;-3,496000078E-3;6,643000059E-3;-2,794899978E-2
2,431064716E2;-3,496000078E-3;6,643000059E-3;-2,794899978E-2
2,431161583E2;1,663999981E-3;-5,305000115E-3;-3,095700033E-2
2,431258459E2;1,663999981E-3;-5,305000115E-3;-3,095700033E-2
2,431355341E2;-1,218099985E-2;-2,439999953E-4;-3,996400163E-2
2,431452218E2;-1,218099985E-2;-2,439999953E-4;-3,996400163E-2
2,431549085E2;-2,189999941E-4;-1,840000041E-4;-4,296100140E-2
2,431645961E2;-2,189999941E-4;-1,840000041E-4;-4,296100140E-2
2,431742844E2;-3,058000002E-3;1,872999943E-3;-2,596800029E-2
2,431839720E2;-3,058000002E-3;1,872999943E-3;-2,596800029E-2
2,431936588E2;-5,106000230E-3;-3,072000109E-3;-2,596399933E-2
2,432033463E2;-5,106000230E-3;-3,072000109E-3;-2,596399933E-2
2,432130347E2;2,056000056E-3;-5,013999995E-3;-3,297200054E-2
2,432227223E2;2,056000056E-3;-5,013999995E-3;-3,297200054E-2
2,432324090E2;2,056000056E-3;-5,013999995E-3;-3,297200054E-2
2,432420966E2;-3,046999918E-3;-2,932999982E-3;-2,796399966E-2
2,432517849E2;-3,046999918E-3;-2,932999982E-3;-2,796399966E-2
2,432614725E2;-6,897999905E-3;2,138999989E-3;-2,097100019E-2
2,432711593E2;-6,897999905E-3;2,138999989E-3;-2,097100019E-2
2,432808468E2;5,051000044E-3;-4,794999957E-3;-3,296700120E-2
2,432905351E2;5,051000044E-3;-4,794999957E-3;-3,296700120E-2
2,433002227E2;-6,808000151E-3;1,227500010E-2;-3,597300127E-2
2,433099095E2;-6,808000151E-3;1,227500010E-2;-3,597300127E-2
2,433195970E2;-4,871000070E-3;-6,690000184E-3;-3,296900168E-2
2,433292854E2;-4,871000070E-3;-6,690000184E-3;-3,296900168E-2
2,433389730E2;-4,929000046E-3;7,366999984E-3;-3,296399862E-2
2,433486597E2;-4,929000046E-3;7,366999984E-3;-3,296399862E-2
2,433583473E2;1,299999985E-5;-9,589999914E-3;-3,095999919E-2
2,433680356E2;1,299999985E-5;-9,589999914E-3;-3,095999919E-2
2,433777232E2;-5,199999941E-5;4,579999950E-4;-3,095600009E-2
2,433874100E2;-5,199999941E-5;4,579999950E-4;-3,095600009E-2
2,433970976E2;6,878000218E-3;-6,482999772E-3;-2,595099993E-2
2,434067859E2;6,878000218E-3;-6,482999772E-3;-2,595099993E-2
2,434164734E2;1,790000009E-3;-9,414999746E-3;-3,994400054E-2
2,434261602E2;1,790000009E-3;-9,414999746E-3;-3,994400054E-2
2,434358478E2;-1,019999982E-4;5,657000002E-3;-2,794799954E-2
2,434455362E2;-1,019999982E-4;5,657000002E-3;-2,794799954E-2
2,434552236E2;2,007999923E-3;-6,273999810E-3;-3,095299937E-2
2,434649105E2;2,007999923E-3;-6,273999810E-3;-3,095299937E-2
2,434745980E2;-9,100000170E-5;5,803000182E-3;-3,294600174E-2
2,434842864E2;-9,100000170E-5;5,803000182E-3;-3,294600174E-2
2,434939739E2;-3,195000114E-3;8,660000167E-4;-3,793900087E-2
2,435036607E2;-3,195000114E-3;8,660000167E-4;-3,793900087E-2
2,435133482E2;-5,295000039E-3;2,924999921E-3;-2,393200062E-2
2,435230366E2;-5,295000039E-3;2,924999921E-3;-2,393200062E-2
2,435327241E2;-5,295000039E-3;2,924999921E-3;-2,393200062E-2
2,435424109E2;-3,429000033E-3;-4,319999833E-3;-3,293000162E-2
2,435520985E2;-3,429000033E-3;-4,319999833E-3;-3,293000162E-2
2,435617868E2;1,483000000E-3;2,737999894E-3;-3,092399985E-2
2,435714744E2;1,483000000E-3;2,737999894E-3;-3,092399985E-2
2,435811611E2;-1,061099954E-2;5,820000079E-4;-3,092199937E-2
2,435908486E2;-1,061099954E-2;5,820000079E-4;-3,092199937E-2
2,436005370E2;-6,869999925E-4;2,630000003E-3;-3,091700003E-2
2,436102246E2;-6,869999925E-4;2,630000003E-3;-3,091700003E-2
2,436199114E2;-1,276800036E-2;6,709999871E-4;-2,591199987E-2
2,436295989E2;-1,276800036E-2;6,709999871E-4;-2,591199987E-2
2,436392873E2;-5,621000193E-3;2,712999936E-3;-3,991900012E-2
2,436489748E2;-5,621000193E-3;2,712999936E-3;-3,991900012E-2
2,436586616E2;-7,675000001E-3;7,489999989E-4;-2,091499977E-2
2,436683490E2;-7,675000001E-3;7,489999989E-4;-2,091499977E-2
2,436780375E2;-3,721999936E-3;5,783999804E-3;-2,791200019E-2
2,436877250E2;-3,721999936E-3;5,783999804E-3;-2,791200019E-2
2,436974117E2;-3,770000068E-3;-6,190000102E-3;-2,390900068E-2
2,437070992E2;-3,770000068E-3;-6,190000102E-3;-2,390900068E-2
2,437167875E2;1,167000039E-3;5,642000120E-3;-2,790899947E-2
2,437264751E2;1,167000039E-3;5,642000120E-3;-2,790899947E-2
2,437361619E2;1,107000047E-3;-2,331000054E-3;-2,590500005E-2
2,437458495E2;1,107000047E-3;-2,331000054E-3;-2,590500005E-2
2,437555378E2;-3,959999885E-3;-2,298000036E-3;-3,590099886E-2
2,437652254E2;-3,959999885E-3;-2,298000036E-3;-3,590099886E-2
2,437749121E2;6,178999785E-3;5,310000270E-4;-3,091200069E-2
2,437845997E2;6,178999785E-3;5,310000270E-4;-3,091200069E-2
2,437942880E2;-7,903000340E-3;9,566999972E-3;-2,790600061E-2
2,438039756E2;-7,903000340E-3;9,566999972E-3;-2,790600061E-2
2,438136624E2;-1,097599976E-2;5,568999797E-3;-3,090300038E-2
2,438233500E2;-1,097599976E-2;5,568999797E-3;-3,090300038E-2
2,438330383E2;-1,103099994E-2;-2,419000026E-3;-2,789900079E-2
2,438427259E2;-1,103099994E-2;-2,419000026E-3;-2,789900079E-2
2,438524127E2;-1,103099994E-2;-2,419000026E-3;-2,789900079E-2
2,438621002E2;-8,115000091E-3;5,959999980E-4;-1,889399998E-2
2,438717885E2;-8,115000091E-3;5,959999980E-4;-1,889399998E-2
2,438814761E2;8,529999759E-4;-4,393999930E-3;-4,489199817E-2
2,438911629E2;8,529999759E-4;-4,393999930E-3;-4,489199817E-2
2,439008504E2;-1,297600009E-2;6,370000192E-4;-3,590099886E-2
2,439105387E2;-1,297600009E-2;6,370000192E-4;-3,590099886E-2
2,439202264E2;4,209999926E-3;5,669000093E-3;-2,591099963E-2
2,439299131E2;4,209999926E-3;5,669000093E-3;-2,591099963E-2
2,439396007E2;6,171000190E-3;7,691999897E-3;-3,290800005E-2
2,439492890E2;6,171000190E-3;7,691999897E-3;-3,290800005E-2
2,439589766E2;-7,888000458E-3;5,702999886E-3;-3,290399909E-2
2,439686633E2;-7,888000458E-3;5,702999886E-3;-3,290399909E-2
2,439783510E2;-3,729999997E-3;-2,291999990E-3;-2,591300011E-2
2,439880393E2;-3,729999997E-3;-2,291999990E-3;-2,591300011E-2
2,439977269E2;-5,750000128E-4;7,708000019E-3;-3,592199832E-2
2,440074137E2;-5,750000128E-4;7,708000019E-3;-3,592199832E-2
2,440171012E2;-3,628999926E-3;2,708999906E-3;-2,591799945E-2
2,440267895E2;-3,628999926E-3;2,708999906E-3;-2,591799945E-2
2,440364771E2;-7,683000062E-3;-4,288999829E-3;-3,091599979E-2
2,440461639E2;-7,683000062E-3;-4,288999829E-3;-3,091599979E-2
2,440558513E2;-7,732000202E-3;-9,286000393E-3;-3,091300093E-2
2,440655397E2;-7,732000202E-3;-9,286000393E-3;-3,091300093E-2
2,440752272E2;-7,772999816E-3;5,409999867E-4;-3,991400078E-2
2,440849141E2;-7,772999816E-3;5,409999867E-4;-3,991400078E-2
2,440946016E2;-5,609999876E-3;9,579000063E-3;-2,792200074E-2
2,441042900E2;-5,609999876E-3;9,579000063E-3;-2,792200074E-2
2,441139776E2;-4,320000007E-4;-2,403999912E-3;-2,793199942E-2
2,441236643E2;-4,320000007E-4;-2,403999912E-3;-2,793199942E-2
2,441333518E2;-3,259999910E-3;-2,379999962E-3;-3,594100103E-2
2,441430402E2;-3,259999910E-3;-2,379999962E-3;-3,594100103E-2
2,441527278E2;-3,299999982E-3;-2,555999905E-3;-3,794199973E-2
2,441624145E2;-3,299999982E-3;-2,555999905E-3;-3,794199973E-2
2,441721021E2;-3,299999982E-3;-2,555999905E-3;-3,794199973E-2
2,441817904E2;1,614999957E-3;2,181000076E-3;-3,294299915E-2
2,441914780E2;1,614999957E-3;2,181000076E-3;-3,294299915E-2
2,442011647E2;-3,442999907E-3;2,079999977E-4;-1,693999954E-2
2,442108523E2;-3,442999907E-3;2,079999977E-4;-1,693999954E-2
2,442205406E2;-7,501000073E-3;5,235999823E-3;-2,393599972E-2
2,442302282E2;-7,501000073E-3;5,235999823E-3;-2,393599972E-2
2,442399150E2;8,449000306E-3;-1,174299978E-2;-3,093300015E-2
2,442496025E2;8,449000306E-3;-1,174299978E-2;-3,093300015E-2
2,442592909E2;4,583000205E-3;5,301000085E-3;-3,093899973E-2
2,442689783E2;4,583000205E-3;5,301000085E-3;-3,093899973E-2
2,442786651E2;4,705000203E-3;3,359999973E-4;-3,994499892E-2
2,442883527E2;4,705000203E-3;3,359999973E-4;-3,994499892E-2
2,442980411E2;4,606999923E-3;-6,835000124E-3;-2,794300020E-2
2,443077286E2;4,606999923E-3;-6,835000124E-3;-2,794300020E-2
2,443174154E2;-7,501000073E-3;2,212000079E-3;-3,993599862E-2
2,443271030E2;-7,501000073E-3;2,212000079E-3;-3,993599862E-2
2,443367913E2;-1,038900018E-2;2,549999917E-4;-3,594199941E-2
2,443464789E2;-1,038900018E-2;2,549999917E-4;-3,594199941E-2
2,443561656E2;-3,465000074E-3;2,979999990E-4;-3,293599933E-2
2,443658533E2;-3,465000074E-3;2,979999990E-4;-3,293599933E-2
2,443755415E2;-3,538999939E-3;3,410000063E-4;-3,293099999E-2
2,443852291E2;-3,538999939E-3;3,410000063E-4;-3,293099999E-2
2,443949159E2;-6,130000111E-4;5,384000018E-3;-2,092600055E-2
2,444046035E2;-6,130000111E-4;5,384000018E-3;-2,092600055E-2
2,444142917E2;1,308999956E-3;-2,583000110E-3;-2,592200041E-2
2,444239795E2;1,308999956E-3;-2,583000110E-3;-2,592200041E-2
2,444336663E2;-7,719999994E-4;5,454000086E-3;-2,591600083E-2
2,444433538E2;-7,719999994E-4;5,454000086E-3;-2,591600083E-2
2,444530421E2;-3,650000086E-3;-2,516000066E-3;-2,792200074E-2
2,444627298E2;-3,650000086E-3;-2,516000066E-3;-2,792200074E-2
2,444724165E2;-3,650000086E-3;-2,516000066E-3;-2,792200074E-2
2,444821041E2;-5,770000163E-3;5,220000166E-3;-3,592199832E-2
2,444917924E2;-5,770000163E-3;5,220000166E-3;-3,592199832E-2
2,445014800E2;4,158999771E-3;2,900000072E-5;-3,092199937E-2
2,445111667E2;4,158999771E-3;2,900000072E-5;-3,092199937E-2
2,445208543E2;-9,239999927E-4;2,047999995E-3;-2,591699921E-2
2,445305427E2;-9,239999927E-4;2,047999995E-3;-2,591699921E-2
2,445402302E2;-6,008000113E-3;9,064000100E-3;-4,291199893E-2
2,445499170E2;-6,008000113E-3;9,064000100E-3;-4,291199893E-2
2,445596045E2;4,120000172E-3;-6,932000164E-3;-2,791900001E-2
2,445692928E2;4,120000172E-3;-6,932000164E-3;-2,791900001E-2
2,445789805E2;-3,759999992E-3;9,088999592E-3;-2,392500080E-2
2,445886672E2;-3,759999992E-3;9,088999592E-3;-2,392500080E-2
2,445983548E2;4,153999966E-3;1,208399981E-2;-3,791999817E-2
2,446080431E2;4,153999966E-3;1,208399981E-2;-3,791999817E-2
2,446177307E2;8,058000356E-3;-9,928000160E-3;-2,791500092E-2
2,446274174E2;8,058000356E-3;-9,928000160E-3;-2,791500092E-2
2,446371050E2;1,153000048E-3;8,499999967E-5;-3,991999850E-2
2,446467933E2;1,153000048E-3;8,499999967E-5;-3,991999850E-2
2,446564808E2;4,038999788E-3;2,101999940E-3;-2,591400035E-2
2,446661677E2;4,038999788E-3;2,101999940E-3;-2,591400035E-2
2,446758552E2;5,917000119E-3;1,180000036E-4;-3,290700167E-2
2,446855435E2;5,917000119E-3;1,180000036E-4;-3,290700167E-2
2,446952311E2;3,783999942E-3;5,138000008E-3;-3,589899838E-2
2,447049179E2;3,783999942E-3;5,138000008E-3;-3,589899838E-2
2,447146053E2;7,849000394E-3;-2,859999891E-3;-2,790199965E-2
2,447242937E2;7,849000394E-3;-2,859999891E-3;-2,790199965E-2
2,447339814E2;1,090699993E-2;2,160999924E-3;-2,590500005E-2
2,447436681E2;1,090699993E-2;2,160999924E-3;-2,590500005E-2
2,447533557E2;-8,046000265E-3;1,809999958E-4;-2,790700085E-2
2,447630441E2;-8,046000265E-3;1,809999958E-4;-2,790700085E-2
2,447727316E2;-8,046000265E-3;1,809999958E-4;-2,790700085E-2
2,447824184E2;-1,226000022E-3;5,218000151E-3;-2,589599974E-2
2,447921059E2;-1,226000022E-3;5,218000151E-3;-2,589599974E-2
2,448017943E2;7,623999845E-3;-2,978000091E-3;-3,289299831E-2
2,448114819E2;7,623999845E-3;-2,978000091E-3;-3,289299831E-2
2,448211686E2;1,047500037E-2;1,381599996E-2;-2,388899960E-2
2,448308563E2;1,047500037E-2;1,381599996E-2;-2,388899960E-2
2,448405446E2;-6,686999928E-3;4,805999808E-3;-2,088000067E-2
2,448502321E2;-6,686999928E-3;4,805999808E-3;-2,088000067E-2
2,448599189E2;1,690000063E-4;-2,070000046E-4;-2,587299980E-2
